"App name","Date","Time","Duration"
"Screen on (locked)","4/13/23","5:54:38 PM","0:00:10"
"Screen off (locked)","4/13/23","5:54:36 PM","0:00:02"
"Notification posted (Google Play services)","4/13/23","5:34:18 PM","0:00:00"
"Notification posted (Google Play services)","4/13/23","5:34:15 PM","0:00:00"
"Business Empire","4/13/23","5:34:07 PM","0:20:28"
"Screen on (unlocked)","4/13/23","5:33:58 PM","0:00:00"
"Screen off","4/13/23","5:33:57 PM","0:00:01"
"Notification posted (Calendar)","4/13/23","2:30:02 PM","0:00:00"
"Notification posted (Google Play services)","4/13/23","2:01:41 PM","0:00:00"
"Notification posted (Google)","4/13/23","12:23:51 PM","0:00:00"
"Notification posted (Splitwise)","4/13/23","12:23:50 PM","0:00:00"
"Notification posted (Photos)","4/13/23","12:23:49 PM","0:00:00"
"Notification posted (YouTube Vanced)","4/13/23","12:19:09 PM","0:00:00"
"Screen off (locked)","4/13/23","9:29:24 AM","8:04:33"
"Screen on (locked)","4/13/23","9:29:23 AM","0:00:01"
"Notification posted (Google Play services)","4/13/23","9:24:11 AM","0:00:00"
"Screen off (locked)","4/13/23","8:08:39 AM","1:20:44"
"Business Empire","4/13/23","8:00:43 AM","0:07:53"
"Notification posted (Upstox)","4/13/23","8:00:29 AM","0:00:00"
"Notification posted (Upstox)","4/13/23","8:00:28 AM","0:00:00"
"Notification posted (Walmart)","4/13/23","8:00:25 AM","0:00:00"
"Screen on (unlocked)","4/13/23","8:00:08 AM","0:00:00"
"Screen on (locked)","4/13/23","8:00:04 AM","0:00:04"
"Screen off (locked)","4/13/23","7:57:35 AM","0:02:30"
"Screen on (locked)","4/13/23","7:57:33 AM","0:00:01"
"Notification posted (App Usage)","4/13/23","7:45:22 AM","0:00:00"
"Notification posted (Calendar)","4/13/23","7:30:01 AM","0:00:00"
"Screen off (locked)","4/12/23","11:47:59 PM","8:09:35"
"Screen off","4/12/23","11:47:57 PM","0:00:02"
"Screen off (locked)","4/12/23","11:47:57 PM","0:00:00"
"Notification posted (Upstox)","4/12/23","11:47:43 PM","0:00:00"
"Notification posted (Upstox)","4/12/23","11:47:43 PM","0:00:00"
"Notification posted (Splitwise)","4/12/23","11:47:39 PM","0:00:00"
"Notification posted (GPay)","4/12/23","11:47:37 PM","0:00:00"
"Notification posted (Canvas Student)","4/12/23","11:47:36 PM","0:00:00"
"Notification posted (Canvas Student)","4/12/23","11:47:36 PM","0:00:00"
"Google","4/12/23","11:47:21 PM","0:00:28"
"Screen on (unlocked)","4/12/23","11:47:18 PM","0:00:00"
"Screen off","4/12/23","11:47:17 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","10:15:01 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","8:30:01 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","8:00:00 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","7:30:01 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","6:00:01 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","4:30:02 PM","0:00:00"
"Notification posted (Calendar)","4/12/23","3:15:01 PM","0:00:00"
"Screen off (locked)","4/12/23","11:42:35 AM","12:04:43"
"Notification posted (Calendar)","4/12/23","11:30:00 AM","0:00:00"
"Notification posted (Calendar)","4/12/23","11:30:00 AM","0:00:00"
"Business Empire","4/12/23","11:29:03 AM","0:13:28"
"Screen on (unlocked)","4/12/23","11:28:56 AM","0:00:00"
"Screen on (locked)","4/12/23","11:28:52 AM","0:00:04"
"Screen off (locked)","4/12/23","10:49:23 AM","0:39:28"
"Screen on (locked)","4/12/23","10:49:11 AM","0:00:12"
"Screen off (locked)","4/12/23","10:49:10 AM","0:00:01"
"Business Empire","4/12/23","10:40:31 AM","0:03:44"
"Screen on (unlocked)","4/12/23","10:40:29 AM","0:00:00"
"Screen on (locked)","4/12/23","10:40:29 AM","0:00:01"
"Screen off (locked)","4/12/23","10:28:05 AM","0:12:24"
"Screen on (unlocked)","4/12/23","10:28:02 AM","0:00:00"
"Screen off","4/12/23","10:28:02 AM","0:00:00"
"Screen off (locked)","4/12/23","10:15:19 AM","0:12:42"
"Calculator","4/12/23","10:15:15 AM","0:00:04"
"Notification posted (Photos)","4/12/23","10:15:04 AM","0:00:00"
"MyFitnessPal","4/12/23","10:15:01 AM","0:00:12"
"Screen on (unlocked)","4/12/23","10:14:54 AM","0:00:01"
"Screen off","4/12/23","10:14:53 AM","0:00:00"
"Screen off (locked)","4/12/23","9:17:19 AM","0:57:34"
"Screen on (unlocked)","4/12/23","9:17:18 AM","0:00:00"
"Screen off","4/12/23","9:17:18 AM","0:00:00"
"Screen off (locked)","4/12/23","9:14:50 AM","0:02:28"
"Screen on (unlocked)","4/12/23","9:14:45 AM","0:00:00"
"Screen on (locked)","4/12/23","9:14:41 AM","0:00:05"
"Screen off (locked)","4/12/23","9:13:39 AM","0:01:02"
"MyFitnessPal","4/12/23","9:13:13 AM","0:00:26"
"Business Empire","4/12/23","9:09:33 AM","0:03:39"
"Google Play Store","4/12/23","9:09:19 AM","0:00:14"
"Business Empire","4/12/23","9:06:01 AM","0:03:18"
"Google Play Store","4/12/23","9:04:39 AM","0:01:21"
"Chrome","4/12/23","9:04:37 AM","0:00:01"
"Business Empire","4/12/23","9:02:25 AM","0:02:12"
"Screen on (unlocked)","4/12/23","9:02:24 AM","0:00:01"
"Screen on (locked)","4/12/23","9:02:24 AM","0:00:00"
"Notification posted (App Usage)","4/12/23","9:00:00 AM","0:00:00"
"Notification posted (Google Play services)","4/12/23","8:46:52 AM","0:00:00"
"Notification posted (Prime Video)","4/12/23","8:46:42 AM","0:00:00"
"Screen off (locked)","4/12/23","8:46:41 AM","0:15:43"
"Notification posted (Udemy)","4/12/23","8:46:36 AM","0:00:00"
"Notification posted (Google Play services)","4/12/23","8:46:31 AM","0:00:00"
"MyFitnessPal","4/12/23","8:46:28 AM","0:00:12"
"Notification posted (Google)","4/12/23","8:46:22 AM","0:00:00"
"Screen on (unlocked)","4/12/23","8:46:14 AM","0:00:00"
"Screen off","4/12/23","8:46:13 AM","0:00:00"
"Notification posted (Calendar)","4/12/23","8:30:01 AM","0:00:00"
"Notification posted (Calendar)","4/12/23","7:30:02 AM","0:00:00"
"Notification posted (App Usage)","4/12/23","5:16:06 AM","0:00:00"
"Notification posted (Calendar)","4/12/23","4:30:01 AM","0:00:00"
"Notification posted (Calendar)","4/12/23","1:00:01 AM","0:00:00"
"Screen off (locked)","4/11/23","11:05:25 PM","9:40:48"
"Screen on (unlocked)","4/11/23","11:05:24 PM","0:00:00"
"Screen off","4/11/23","11:05:24 PM","0:00:00"
"Screen off (locked)","4/11/23","11:00:28 PM","0:04:55"
"Screen on (unlocked)","4/11/23","11:00:26 PM","0:00:01"
"Screen on (locked)","4/11/23","11:00:21 PM","0:00:05"
"Screen off (locked)","4/11/23","10:59:55 PM","0:00:26"
"Screen on (locked)","4/11/23","10:59:40 PM","0:00:16"
"Screen off (locked)","4/11/23","10:59:36 PM","0:00:03"
"Screen on (unlocked)","4/11/23","10:59:32 PM","0:00:00"
"Screen on (locked)","4/11/23","10:59:28 PM","0:00:03"
"Screen off (locked)","4/11/23","10:59:28 PM","0:00:01"
"Screen on (unlocked)","4/11/23","10:59:22 PM","0:00:00"
"Screen off","4/11/23","10:59:22 PM","0:00:00"
"Screen off (locked)","4/11/23","10:58:27 PM","0:00:55"
"Screen on (locked)","4/11/23","10:58:26 PM","0:00:01"
"Screen off (locked)","4/11/23","10:58:07 PM","0:00:19"
"Screen on (locked)","4/11/23","10:57:55 PM","0:00:12"
"Screen off (locked)","4/11/23","10:52:20 PM","0:05:36"
"Business Empire","4/11/23","10:48:50 PM","0:03:26"
"Google Play Store","4/11/23","10:48:45 PM","0:00:03"
"Chrome","4/11/23","10:48:44 PM","0:00:01"
"Business Empire","4/11/23","10:47:59 PM","0:00:45"
"Notification posted (Calendar)","4/11/23","10:47:57 PM","0:00:00"
"Screen on (unlocked)","4/11/23","10:47:54 PM","0:00:00"
"Screen on (locked)","4/11/23","10:47:51 PM","0:00:03"
"Screen off (locked)","4/11/23","10:47:37 PM","0:00:14"
"Screen on (locked)","4/11/23","10:47:14 PM","0:00:23"
"Notification posted (Google Play Store)","4/11/23","10:34:26 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","10:00:40 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","9:07:39 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","9:00:02 PM","0:00:00"
"Notification posted (Calendar)","4/11/23","9:00:00 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:46:07 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:21:07 PM","0:00:00"
"Notification posted (Upstox)","4/11/23","8:21:04 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:11:00 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:10:53 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:10:20 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:10:16 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","8:10:06 PM","0:00:00"
"Screen off (locked)","4/11/23","7:03:54 PM","3:43:20"
"Screen on (locked)","4/11/23","7:03:41 PM","0:00:13"
"Notification posted (Google Play services)","4/11/23","6:57:59 PM","0:00:00"
"Screen off (locked)","4/11/23","6:45:08 PM","0:18:33"
"Screen on (locked)","4/11/23","6:44:47 PM","0:00:22"
"Screen off (locked)","4/11/23","6:44:03 PM","0:00:43"
"Screen on (locked)","4/11/23","6:43:53 PM","0:00:10"
"Screen off (locked)","4/11/23","6:27:36 PM","0:16:17"
"Screen on (locked)","4/11/23","6:27:20 PM","0:00:16"
"Screen off (locked)","4/11/23","6:27:19 PM","0:00:02"
"Screen on (locked)","4/11/23","6:27:08 PM","0:00:10"
"Screen off (locked)","4/11/23","6:25:31 PM","0:01:38"
"Screen on (locked)","4/11/23","6:25:21 PM","0:00:10"
"Notification posted (Google Play Store)","4/11/23","6:24:37 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:24:12 PM","0:00:00"
"Notification posted (Splitwise)","4/11/23","6:23:21 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:22:06 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:07:47 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:07:25 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:06:59 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:06:27 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:06:12 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:05:02 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:04:21 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:01:52 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:01:42 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:01:27 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:01:13 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:00:42 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","6:00:21 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","5:59:45 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","5:59:26 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","5:59:17 PM","0:00:00"
"Notification posted (Google Play Store)","4/11/23","5:57:48 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","5:57:42 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","5:39:19 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","5:39:15 PM","0:00:00"
"Screen off (locked)","4/11/23","5:39:07 PM","0:46:14"
"Notification posted (Android System)","4/11/23","5:38:58 PM","0:00:00"
"Notification posted (Android System)","4/11/23","5:38:58 PM","0:00:00"
"Notification posted (Google)","4/11/23","5:38:57 PM","0:00:00"
"Screen on (locked)","4/11/23","5:38:56 PM","0:00:11"
"Notification posted (Calendar)","4/11/23","2:30:01 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","2:25:46 PM","0:00:00"
"Notification posted (Google Play services)","4/11/23","2:25:43 PM","0:00:00"
"Screen off (locked)","4/11/23","2:25:36 PM","3:13:20"
"Notification posted (Google Play services)","4/11/23","2:25:28 PM","0:00:00"
"Screen on (locked)","4/11/23","2:25:25 PM","0:00:11"
"Notification posted (Walmart)","4/11/23","2:25:25 PM","0:00:00"
"Screen off (locked)","4/11/23","12:45:17 PM","1:40:08"
"Screen on (locked)","4/11/23","12:45:15 PM","0:00:02"
"Notification posted (Google Play services)","4/11/23","11:34:57 AM","0:00:00"
"Screen off (locked)","4/11/23","10:51:38 AM","1:53:38"
"Screen on (locked)","4/11/23","10:51:35 AM","0:00:03"
"Screen off (locked)","4/11/23","10:24:53 AM","0:26:42"
"Amazon Shopping","4/11/23","10:23:25 AM","0:00:59"
"Prime Video","4/11/23","10:23:18 AM","0:00:06"
"Notification posted (Google Play Store)","4/11/23","10:22:53 AM","0:00:00"
"Notification posted (YouTube Vanced)","4/11/23","10:22:50 AM","0:00:00"
"Notification posted (Meet)","4/11/23","10:22:50 AM","0:00:00"
"Notification posted (Google)","4/11/23","10:22:47 AM","0:00:00"
"Notification posted (Google Play services)","4/11/23","10:22:43 AM","0:00:00"
"Google Play Store","4/11/23","10:22:40 AM","0:00:38"
"Phone Services","4/11/23","10:22:33 AM","0:00:05"
"Screen on (unlocked)","4/11/23","10:22:28 AM","0:00:00"
"Screen off","4/11/23","10:22:28 AM","0:00:00"
"Notification posted (Calendar)","4/11/23","8:50:04 AM","0:00:00"
"Screen off (locked)","4/11/23","8:41:13 AM","1:41:15"
"Screen on (locked)","4/11/23","8:41:10 AM","0:00:04"
"Screen off (locked)","4/11/23","8:39:38 AM","0:01:31"
"Screen on (locked)","4/11/23","8:39:28 AM","0:00:10"
"Screen off (locked)","4/11/23","8:30:00 AM","0:09:28"
"Business Empire","4/11/23","8:17:08 AM","0:12:51"
"Google Play Store","4/11/23","8:17:03 AM","0:00:04"
"Chrome","4/11/23","8:17:01 AM","0:00:02"
"Notification posted (YouTube Vanced)","4/11/23","8:15:36 AM","0:00:00"
"Notification posted (Google Play services)","4/11/23","8:15:32 AM","0:00:00"
"Notification posted (Upstox)","4/11/23","8:15:23 AM","0:00:00"
"Notification posted (Paytm)","4/11/23","8:15:22 AM","0:00:00"
"Notification posted (Google)","4/11/23","8:15:21 AM","0:00:00"
"Business Empire","4/11/23","8:15:18 AM","0:01:43"
"Screen on (unlocked)","4/11/23","8:15:11 AM","0:00:00"
"Screen on (locked)","4/11/23","8:15:10 AM","0:00:01"
"Notification posted (Calendar)","4/11/23","7:30:01 AM","0:00:00"
"Notification posted (App Usage)","4/11/23","6:18:52 AM","0:00:00"
"Screen off","4/10/23","11:35:09 PM","8:40:01"
"Business Empire","4/10/23","11:24:45 PM","0:00:20"
"Google Play Store","4/10/23","11:24:42 PM","0:00:03"
"Chrome","4/10/23","11:24:40 PM","0:00:02"
"Notification posted (Paytm)","4/10/23","11:22:42 PM","0:00:00"
"Business Empire","4/10/23","11:21:10 PM","0:03:30"
"Screen on (unlocked)","4/10/23","11:21:07 PM","0:00:00"
"Screen on (locked)","4/10/23","11:21:05 PM","0:00:02"
"Screen off (locked)","4/10/23","10:51:51 PM","0:29:14"
"Screen on (locked)","4/10/23","10:51:49 PM","0:00:02"
"Screen off (locked)","4/10/23","10:51:42 PM","0:00:07"
"Spotify","4/10/23","10:34:45 PM","0:16:56"
"Spotify","4/10/23","10:33:20 PM","0:00:08"
"Calculator","4/10/23","10:31:57 PM","0:01:22"
"Screen on (unlocked)","4/10/23","10:21:39 PM","0:10:15"
"Spotify","4/10/23","10:21:39 PM","0:00:00"
"Screen on (locked)","4/10/23","10:21:33 PM","0:00:06"
"Screen off","4/10/23","10:12:11 PM","0:09:22"
"Notification posted (Spotify)","4/10/23","10:01:33 PM","0:00:00"
"Spotify","4/10/23","10:01:32 PM","0:00:39"
"Screen on (unlocked)","4/10/23","10:01:30 PM","0:00:00"
"Screen on (locked)","4/10/23","10:01:29 PM","0:00:02"
"Screen off (locked)","4/10/23","10:00:48 PM","0:00:40"
"Screen on (locked)","4/10/23","10:00:48 PM","0:00:01"
"Screen off (locked)","4/10/23","10:00:34 PM","0:00:14"
"Screen on (locked)","4/10/23","10:00:26 PM","0:00:08"
"Notification posted (Google)","4/10/23","9:59:48 PM","0:00:00"
"Screen off (locked)","4/10/23","9:59:37 PM","0:00:49"
"Screen on (locked)","4/10/23","9:59:27 PM","0:00:10"
"Screen off (locked)","4/10/23","9:57:08 PM","0:02:19"
"Spotify","4/10/23","9:56:55 PM","0:00:12"
"Screen on (unlocked)","4/10/23","9:56:53 PM","0:00:00"
"Screen off","4/10/23","9:56:53 PM","0:00:00"
"Screen off (locked)","4/10/23","9:53:30 PM","0:03:23"
"Notification posted (Spotify)","4/10/23","9:53:20 PM","0:00:00"
"Spotify","4/10/23","9:53:11 PM","0:00:18"
"YouTube Vanced","4/10/23","9:52:02 PM","0:01:08"
"Screen on (unlocked)","4/10/23","9:50:42 PM","0:00:00"
"Screen off","4/10/23","9:50:42 PM","0:00:00"
"Screen off (locked)","4/10/23","9:50:26 PM","0:00:16"
"Screen on (locked)","4/10/23","9:50:25 PM","0:00:01"
"Screen off (locked)","4/10/23","9:50:19 PM","0:00:06"
"Notification posted (Google Play services)","4/10/23","9:47:19 PM","0:00:00"
"Notification posted (Google Play services)","4/10/23","9:47:13 PM","0:00:00"
"Notification posted (YouTube Vanced)","4/10/23","9:47:08 PM","0:00:00"
"Notification posted (Upstox)","4/10/23","9:47:06 PM","0:00:00"
"Notification posted (Amazon Shopping)","4/10/23","9:47:06 PM","0:00:00"
"Notification posted (Google)","4/10/23","9:47:03 PM","0:00:00"
"Business Empire","4/10/23","9:46:59 PM","0:03:12"
"Screen on (unlocked)","4/10/23","9:46:53 PM","0:00:00"
"Screen on (locked)","4/10/23","9:46:52 PM","0:00:01"
"Notification posted (Calendar)","4/10/23","7:00:01 PM","0:00:00"
"Screen off (locked)","4/10/23","4:53:17 PM","4:53:35"
"Business Empire","4/10/23","4:43:33 PM","0:09:39"
"Google Play Store","4/10/23","4:43:25 PM","0:00:07"
"Notification posted (YouTube Vanced)","4/10/23","4:41:53 PM","0:00:00"
"Business Empire","4/10/23","4:41:50 PM","0:01:36"
"Notification posted (Google Play services)","4/10/23","4:41:49 PM","0:00:00"
"Business Empire","4/10/23","4:41:39 PM","0:00:09"
"Notification posted (Google)","4/10/23","4:41:39 PM","0:00:00"
"Screen on (unlocked)","4/10/23","4:41:36 PM","0:00:00"
"Screen off","4/10/23","4:41:36 PM","0:00:00"
"Notification posted (Calendar)","4/10/23","4:30:01 PM","0:00:00"
"Screen off (locked)","4/10/23","3:22:36 PM","1:19:00"
"Screen on (locked)","4/10/23","3:22:26 PM","0:00:10"
"Notification posted (Calendar)","4/10/23","2:50:01 PM","0:00:00"
"Screen off (locked)","4/10/23","2:42:11 PM","0:40:15"
"Business Empire","4/10/23","2:41:35 PM","0:00:35"
"Google Play Store","4/10/23","2:41:33 PM","0:00:02"
"Business Empire","4/10/23","2:39:37 PM","0:01:57"
"Screen on (unlocked)","4/10/23","2:39:34 PM","0:00:00"
