"Date","Time","Latitude","Longitude","Accuracy(m)"
"4/6/23","12:18:31 AM","51.496303","3.609703","14"
"4/5/23","11:49:28 PM","51.496692","3.605229","899"
"3/29/23","11:13:09 PM","51.496303","3.609716","14"
"3/29/23","11:00:12 PM","51.497531","3.625656","5"
"3/29/23","9:18:14 PM","52.029999","4.331817","12118"
"3/29/23","8:38:24 PM","52.165849","4.481989","15"
"3/29/23","8:20:22 PM","52.124339","4.657546","6"
"3/29/23","8:11:59 PM","52.077416","4.655230","1000"
"3/29/23","8:05:43 PM","52.073804","4.677179","15"
"3/28/23","10:34:55 PM","52.077784","4.678517","14"
"3/28/23","10:14:07 PM","52.076934","4.667430","800"
"3/28/23","10:10:37 PM","52.078510","4.679314","4"
"3/28/23","9:57:52 PM","52.079182","4.660860","17"
"3/28/23","9:48:57 PM","52.054100","4.661537","7"
"3/28/23","9:46:00 PM","52.043928","4.645930","800"
"3/28/23","9:16:07 PM","52.039657","4.648164","6"
"3/28/23","9:16:02 PM","52.043928","4.645930","800"
"3/28/23","8:05:03 PM","52.039757","4.648115","16"
"3/28/23","7:50:12 PM","52.043928","4.645930","800"
"3/28/23","6:57:41 PM","52.039710","4.647818","4"
"3/28/23","6:38:03 PM","52.079757","4.654804","1000"
"3/28/23","6:16:05 PM","52.079473","4.679584","3"
"3/28/23","6:10:41 PM","52.083655","4.680876","4"
"3/28/23","6:02:10 PM","52.085591","4.670399","55"
"3/28/23","5:47:38 PM","52.082215","4.662095","6"
"3/28/23","5:45:25 PM","52.079789","4.670777","1000"
"3/28/23","5:34:53 PM","52.078374","4.665419","18"
"3/28/23","4:00:45 PM","52.077804","4.678487","20"
"3/28/23","4:00:06 PM","52.076934","4.667430","800"
"3/28/23","3:48:34 PM","52.077783","4.678553","26"
"3/28/23","3:44:38 PM","52.076934","4.667430","800"
"3/26/23","8:03:23 PM","52.077805","4.678484","28"
""
"Location history, April 6, 2023 - March 26, 2023"
"Created by App Usage on Thursday, April 6, 2023, 3:32 AM"
